,Title,Image,Description,Genre,Duration,Date,ID,text,k_means
891,9/11: Inside the President's War Room,https://ichef.bbci.co.uk/images/ic/1200x675/p09t52tg.jpg,"Twelve hours with the president on 9/11 as it changed him, America and the world.",documentaries,89 mins,31 Aug 2021,891,hour president 9/11 change America world,0
892,Surviving 9/11,https://ichef.bbci.co.uk/images/ic/1200x675/p09t7s1v.jpg,"A film about 9/11, moving between personal accounts of the day and the 20 years since.",documentaries,90 mins,9pm 30 Aug 2021,892,film 9/11 move personal account day 20 year,9
893,Can Hypnosis Fix Your Life?,https://ichef.bbci.co.uk/images/ic/1200x675/p09wh40n.jpg,Three people with chronic conditions try deep hypnosis in an attempt to fix their lives.,documentaries,58 mins,10pm 31 Aug 2021,893,people chronic condition try deep hypnosis attempt fix life,0
894,Afghanistan - Back to the Future,https://ichef.bbci.co.uk/images/ic/1200x675/p0b99hyn.jpg,A remarkable set of films shot by American Glenn Foster and Hajji Mehtabuddin. ,documentaries,26 mins,18 Jul 2015,894,remarkable set film shoot American Glenn Foster Hajji Mehtabuddin,0
895,H2O: The Molecule That Made Us - Series 1: 3. Crisis,https://ichef.bbci.co.uk/images/ic/1200x675/p09tsbc1.jpg," Across the world, water is being mined from finite resources for profit.",documentaries,52 mins,9pm 8 Sep 2021,895,  world water mine finite resource profit,0
896,Garage People,https://ichef.bbci.co.uk/images/ic/1200x675/p09ttwn6.jpg,"In the Russian Arctic, there is a phenomenon beyond ice fishing, matryoshkas and vodka.",documentaries,94 mins,8 Sep 2021,896,russian Arctic phenomenon ice fishing matryoshkas vodka,0
897,When Ruby Wax Met... - Series 1: Episode 3,https://ichef.bbci.co.uk/images/ic/1200x675/p09tp6md.jpg,"Ruby looks at all aspects of fame, including those whose celebrity has since nosedived.",documentaries,59 mins,9pm 5 Sep 2021,897,Ruby look aspect fame include celebrity nosedive,2
898,After 9/11: Scotland’s Story,https://ichef.bbci.co.uk/images/ic/1200x675/p09vm0y9.jpg,How the series of events that unfolded after 9/11 affected the people of Scotland forever.,documentaries,58 mins,7 Sep 2021,898,series event unfold 9/11 affect people Scotland forever,0
899,Séamus Ó Grianna: Saol Corrach,https://ichef.bbci.co.uk/images/ic/1200x675/p09tzysf.jpg,Exploring the life of one of the most important Ulster Irish writers of the 20th century. ,documentaries,59 mins,10pm 5 Sep 2021,899,explore life important Ulster irish writer 20th century,0
900,Return to the Bonfire,https://ichef.bbci.co.uk/images/ic/1200x675/p09tzcdh.jpg,"Return to the Bonfire meets the people who build and live the traditions of bonfire night
",documentaries,59 mins,6 Sep 2021,900,"return Bonfire meet people build live tradition bonfire night 
",6
901,Measuring Mass: The Last Artefact,https://ichef.bbci.co.uk/images/ic/1200x675/p09vgqbr.jpg,What are the consequences if the object against which we measure all other things changes?,documentaries,56 mins,15 Sep 2021,901,consequence object measure thing change,0
902,"Gunda: Mother, Pig",https://ichef.bbci.co.uk/images/ic/1200x675/p09vh8xl.jpg,A glimpse into the lives of farm animals that reminds us that the earth is not ours alone.,documentaries,88 mins,15 Sep 2021,902,glimpse life farm animal remind earth,0
903,Patrick Kielty: One Hundred Years of Union,https://ichef.bbci.co.uk/images/ic/1200x675/p09vxjp4.jpg,Patrick Kielty explores what the future holds for Northern Ireland in its centenary year.,documentaries,58 mins,16 Sep 2021,903,Patrick Kielty explore future hold Northern Ireland centenary year,12
904,A Life in Ten Pictures - Series 1: 6. Amy Winehouse,https://ichef.bbci.co.uk/images/ic/1200x675/p09v5dpl.jpg,"Ten pictures, from iconic shots to private snaps, reveal the life of Amy Winehouse.",documentaries,59 mins,9pm 11 Sep 2021,904,picture iconic shot private snap reveal life Amy Winehouse,10
905,Animals with Cameras - Series 2: Episode 2,https://ichef.bbci.co.uk/images/ic/1200x675/p09v6qck.jpg,State-of-the-art cameras offer a fresh look on some of Australia’s wild animals.,documentaries,59 mins,8pm 15 Sep 2021,905,state art camera offer fresh look Australia wild animal,2
906,Undisputed: The Life and Times of Ken Buchanan,https://ichef.bbci.co.uk/images/ic/1200x675/p09tyv67.jpg,"The story of Ken Buchanan, arguably Scotland’s greatest world champion boxer.",documentaries,58 mins,10pm 14 Sep 2021,906,story Ken Buchanan arguably Scotland great world champion boxer,14
907,Neutrino: Hunting the Ghost Particle,https://ichef.bbci.co.uk/images/ic/1200x675/p09vxjqx.jpg,The astonishing quest to detect and decode the most elusive particle in the universe.,documentaries,59 mins,9pm 22 Sep 2021,907,astonishing quest detect decode elusive particle universe,0
908,When Nirvana Came to Britain,https://ichef.bbci.co.uk/images/ic/1200x675/p09w7kxq.jpg,"A look at the special relationship between Nirvana and the UK, 30 years on from Nevermind.",documentaries,59 mins,9:30pm 18 Sep 2021,908,look special relationship Nirvana UK 30 year Nevermind,2
909,Prince Philip: The Royal Family Remembers,https://ichef.bbci.co.uk/images/ic/1200x675/p09w56pg.jpg,"A tribute to Prince Philip in his one hundredth year, filmed before and after his death.",documentaries,59 mins,9pm 22 Sep 2021,909,tribute Prince Philip hundredth year film death,12
910,Last Man Standing: Suge Knight and the Murders of Biggie and Tupac,https://ichef.bbci.co.uk/images/ic/1200x675/p09w3rks.jpg,How LA's street gang culture came to dominate Death Row Records' business workings.,documentaries,101 mins,9pm 19 Sep 2021,910,LA street gang culture come dominate Death Row Records business working,0
911,Farewell My Afghanistan,https://ichef.bbci.co.uk/images/ic/1200x675/p09wp2c8.jpg,We join Afghanistan's 9/11 generation as they say farewell to their Afghanistan.,documentaries,26 mins,5:30pm 18 Sep 2021,911,join Afghanistan 9/11 generation farewell Afghanistan,0
912,The Blob: A Genius without a Brain,https://ichef.bbci.co.uk/images/ic/1200x675/p09wgd3m.jpg,"Why a primordial, single-cell organism might challenge our concept of intelligent life.",documentaries,51 mins,10pm 29 Sep 2021,912,primordial single cell organism challenge concept intelligent life,0
913,The Last Mountain,https://ichef.bbci.co.uk/images/ic/1200x675/p09wsf7v.jpg,The fateful story of climber Tom Ballard who perished on Nanga Parbat in 2019.,documentaries,106 mins,9pm 26 Sep 2021,913,fateful story climber Tom Ballard perish Nanga Parbat 2019,14
914,A House Through Time - Series 4: Episode 4,https://ichef.bbci.co.uk/images/ic/1200x675/p09wkjsh.jpg,David traces our house from the Second World War to the millennium.,documentaries,59 mins,28 Sep 2021,914,David trace house Second World War millennium,13
915,2 Tone: The Sound of Coventry,https://ichef.bbci.co.uk/images/ic/1200x675/p09x1p2h.jpg,The story of 2 Tone which exploded from Coventry in 1979 with a musical message of unity.,documentaries,59 mins,8pm 30 Sep 2021,915,story 2 Tone explode Coventry 1979 musical message unity,14
916,Born to Be Wild - Series 2: Episode 10,https://ichef.bbci.co.uk/images/ic/1200x675/p09wh4gc.jpg,Theresa releases a hedgehog and her newborn hoglets into the wild.,documentaries,58 mins,8pm 27 Sep 2021,916,Theresa release hedgehog newborn hoglet wild,0
917,Betty Campbell: Statue for a Heroine,https://ichef.bbci.co.uk/images/ic/1200x675/p09wrc10.jpg,The story of Wales’s first black head teacher and the statue in her honour.,documentaries,29 mins,7:30pm 29 Sep 2021,917,story Wales black head teacher statue honour,14
918,28 Up: Millennium Generation - 28 Up: Episode 2,https://ichef.bbci.co.uk/images/ic/1200x675/p09xcmln.jpg,"Ryan, born with cerebral palsy, has a job and is finally moving out of his mum’s house. ",documentaries,58 mins,9pm 6 Oct 2021,918,Ryan bear cerebral palsy job finally move mum house,0
919,Catching a Predator,https://ichef.bbci.co.uk/images/ic/1200x675/p09xgpn7.jpg,The inside story of the investigation into Manchester male rapist Reynhard Sinaga.,documentaries,59 mins,9pm 6 Oct 2021,919,inside story investigation Manchester male rapist Reynhard Sinaga,14
920,Villages by the Sea - Series 2: 4. Charlestown,https://ichef.bbci.co.uk/images/ic/1200x675/p0b2x27p.jpg,"Archaeologist Ben Robinson visits Charlestown in Cornwall, made famous by Poldark.",documentaries,29 mins,8:30pm 5 Oct 2021,920,Archaeologist Ben Robinson visit Charlestown Cornwall famous Poldark,0
921,Hidden Girls,https://ichef.bbci.co.uk/images/ic/1200x675/p09x4njv.jpg,A look at the hidden world of girls in gangs.,documentaries,27 mins,2 Oct 2021,921,look hidden world girl gang,2
922,Back from the Brink,https://ichef.bbci.co.uk/images/ic/1200x675/p09ydlks.jpg,Celebrating the conservationists striving to save European species from extinction.,documentaries,49 mins,8pm 4 Oct 2021,922,celebrate conservationist strive save european specie extinction,5
923,Simon & Garfunkel: The Harmony Game,https://ichef.bbci.co.uk/images/ic/1200x675/p09xryn1.jpg,"The story behind Simon and Garfunkel's most famous album, Bridge over Troubled Water.",documentaries,70 mins,8:55pm 9 Oct 2021,923,story Simon Garfunkel famous album Bridge Troubled Water,14
924,Dementia & Us - Series 1: Episode 2,https://ichef.bbci.co.uk/images/ic/1200x675/p09xzk11.jpg,"As Britain goes into lockdown, those with dementia face an especially difficult time.",documentaries,59 mins,9pm 12 Oct 2021,924,Britain go lockdown dementia face especially difficult time,11
925,Our Lives - Series 5: Finding My Family,https://ichef.bbci.co.uk/images/ic/1200x675/p09yd7y9.jpg,"Abandoned at birth in a hospital toilet, Leah wants to find out where she came from.",documentaries,29 mins,7:35pm 11 Oct 2021,925,abandon birth hospital toilet Leah want find come,3
926,"Paul Merson: Football, Gambling and Me",https://ichef.bbci.co.uk/images/ic/1200x675/p09xvzjh.jpg,Footballer Paul Merson sets out to understand his 35-year addiction to gambling.,documentaries,58 mins,9pm 11 Oct 2021,926,Footballer Paul Merson set understand 35 year addiction gamble,12
927,Hunting the Essex Lorry Killers,https://ichef.bbci.co.uk/images/ic/1200x675/p09yk0dp.jpg,The hunt for the gang responsible for the deaths of 39 Vietnamese people found in a lorry.,documentaries,60 mins,13 Oct 2021,927,hunt gang responsible death 39 vietnamese people find lorry,3
928,Lady Boss: The Jackie Collins Story,https://ichef.bbci.co.uk/images/ic/1200x675/p09xvzq1.jpg,An immersive journey through the trailblazing life of Jackie Collins. ,documentaries,91 mins,15 Oct 2021,928,immersive journey trailblazing life Jackie Collins,9
929,Lá i 1916,https://ichef.bbci.co.uk/images/ic/1200x675/p09xvfm2.jpg,Kevin Magee examines the shooting of the first RIC man to die in the 1916 Easter Rising. ,documentaries,59 mins,10 Oct 2021,929,Kevin Magee examine shooting RIC man die 1916 Easter Rising,0
930,The Dragon’s Back Race,https://ichef.bbci.co.uk/images/ic/1200x675/p09xrw56.jpg,The world’s toughest multi-day mountain race in Wales. ,documentaries,59 mins,4:40pm 10 Oct 2021,930,world tough multi day mountain race Wales,9
931,The Ryan McMullan Story,https://ichef.bbci.co.uk/images/ic/1200x675/p09yb9qc.jpg,Documentary charting singer-songwriter Ryan McMullan's journey to music stardom.,documentaries,79 mins,10:30pm 10 Oct 2021,931,documentary charting singer songwriter Ryan McMullan journey music stardom,9
932,Foot and Mouth - The Killing Fields in Wales,https://ichef.bbci.co.uk/images/ic/1200x675/p09ybg73.jpg,A documentary telling the story of the foot and mouth crisis in Wales 20 years on.,documentaries,59 mins,9pm 13 Oct 2021,932,documentary tell story foot mouth crisis Wales 20 year,14
933,Restoring the Earth: The Age of Nature - Series 1: 3. Changing,https://ichef.bbci.co.uk/images/ic/1200x675/p09y3cf1.jpg,"Global warming is changing our planet fast, but we’re learning ways to help us manage it.
",documentaries,52 mins,10pm 20 Oct 2021,933,"global warming change planet fast learn way help manage 
",11
934,Zappa,https://ichef.bbci.co.uk/images/ic/1200x675/p09ydkpj.jpg,An in-depth exploration of Frank Zappa's private life and rich musical career.,documentaries,123 mins,9pm 22 Oct 2021,934,depth exploration Frank Zappa private life rich musical career,0
935,Four Hours at the Capitol,https://ichef.bbci.co.uk/images/ic/1200x675/p09ydlb1.jpg,"An immersive, character-led journey into the January storming of the US Capitol.",documentaries,88 mins,9pm 20 Oct 2021,935,immersive character lead journey January storming Capitol,9
936,The Crash Detectives - Series 3: Episode 4,https://ichef.bbci.co.uk/images/ic/1200x675/p09ypkn3.jpg,A cyclist fights for his life after a crash with an articulated lorry.  ,documentaries,29 mins,19 Oct 2021,936,cyclist fight life crash articulated lorry  ,0
937,Climate Change on Trial,https://ichef.bbci.co.uk/images/ic/1200x675/p09yhw2g.jpg,Nick Beake travels to Norway to meet the young people taking on their government.,documentaries,23 mins,18 Oct 2021,937,Nick Beake travel Norway meet young people take government,11
938,David Wilson's Crime Files - Series 2: 10. Ethics of Policing,https://ichef.bbci.co.uk/images/ic/1200x675/p09z2f6v.jpg,Criminologist David Wilson asks whether the ends justify the means when solving crime.,documentaries,28 mins,10:30pm 24 Oct 2021,938,Criminologist David Wilson ask end justify mean solve crime,12
939,Scotland’s Sacred Islands with Ben Fogle  - Series 1: 4. Shetland,https://ichef.bbci.co.uk/images/ic/1200x675/p09yzpkc.jpg,Ben Fogle explores whether spiritual life is easier in a place with fewer distractions.,documentaries,59 mins,8pm 26 Oct 2021,939,Ben Fogle explore spiritual life easy place few distraction,0
940,Roaming in the Wild - Series 2: 6. Loch Ness Pedalo Dreams,https://ichef.bbci.co.uk/images/ic/1200x675/p09zjsf6.jpg,Mark and Andrew take the vessel of their dreams onto one of Scotland’s largest lochs.,documentaries,29 mins,8pm 28 Oct 2021,940,Mark Andrew vessel dream Scotland large loch,0
941,Ambulance - Series 8: Episode 6,https://ichef.bbci.co.uk/images/ic/1200x675/p0b0vp29.jpg,It’s an unusual Easter bank holiday weekend for the staff of North West Ambulance Service.,documentaries,59 mins,9pm 4 Nov 2021,941,unusual Easter bank holiday weekend staff North West Ambulance Service,0
942,Dom Delivers - Series 1: 10. Royal Mail,https://ichef.bbci.co.uk/images/ic/1200x675/p0b0n1g7.jpg,Dom Littlewood joins Royal Mail workers as he follows a special card through the post.,documentaries,44 mins,10am 1 Nov 2021,942,Dom Littlewood join Royal Mail worker follow special card post,12
943,The Mating Game - Series 1: 5. Against All Odds,https://ichef.bbci.co.uk/images/ic/1200x675/p0b0mvxt.jpg,Animals facing the greatest odds have the most extraordinary mating strategies of all.,documentaries,58 mins,8pm 31 Oct 2021,943,animal face great odd extraordinary mating strategy,0
944,Saving Lives at Sea - Series 6: Episode 10,https://ichef.bbci.co.uk/images/ic/1200x675/p0b0ybhj.jpg,An RNLI crew member volunteers to jump into the water to save a young boy in rough seas.,documentaries,59 mins,2 Nov 2021,944,RNLI crew member volunteer jump water save young boy rough sea,0
945,Who Owns Scotland? - Series 1: Episode 2,https://ichef.bbci.co.uk/images/ic/1200x675/p09zpwy6.jpg,Martin Geissler reveals what we do and don’t know about land ownership in rural Scotland.,documentaries,58 mins,9pm 31 Oct 2021,945,Martin Geissler reveal know land ownership rural Scotland,10
946,Growing Up Green,https://ichef.bbci.co.uk/images/ic/1200x675/p09zk3hs.jpg,Exploring life as a young person at a remote Scottish community focused on sustainability.,documentaries,28 mins,11pm 1 Nov 2021,946,explore life young person remote scottish community focus sustainability,0
